Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
351,DAKT,Technology,Computer Hardware,NASDAQ,135.58,92,82,79,96
352,UCL,Communication Services,Telecom Services,NASDAQ,135.46,92,16,10,32
353,PFIE,Energy,Oil & Gas Equipment & Services,NASDAQ,135.41,92,92,30,35
354,GDDY,Technology,Software—Infrastructure,NYSE,135.26,92,90,89,94
355,SSSS,Financial Services,Asset Management,NASDAQ,135.24,92,77,39,51
356,MAPS,Technology,Software—Application,NASDAQ,135.22,92,75,14,28
357,ENSC,Healthcare,Biotechnology,NASDAQ,135.12,92,23,1,2
358,UNCY,Healthcare,Biotechnology,NASDAQ,135.12,92,83,4,3
359,WIX,Technology,Software—Infrastructure,NASDAQ,134.83,92,92,79,95
360,PWP,Financial Services,Capital Markets,NASDAQ,134.76,92,94,93,93
361,AKBA,Healthcare,Biotechnology,NASDAQ,134.72,92,91,63,19
362,HITI,Healthcare,Pharmaceutical Retailers,NASDAQ,134.38,91,94,57,75
363,PLYA,Consumer Cyclical,Resorts & Casinos,NASDAQ,134.35,91,67,27,42
364,EWTX,Healthcare,Biotechnology,NASDAQ,134.31,91,98,98,98
365,CVU,Industrials,Aerospace & Defense,NYSE MKT,134.19,91,88,87,15
366,STRL,Industrials,Engineering & Construction,NASDAQ,134.1,91,96,94,92
367,VIRT,Financial Services,Capital Markets,NASDAQ,134.03,91,92,94,77
368,REAX,Real Estate,Real Estate Services,NASDAQ,133.82,91,93,98,99
369,KODK,Industrials,Specialty Business Services,NYSE,133.72,91,91,43,87
370,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,133.65,91,94,98,99
371,ELA,Consumer Cyclical,Specialty Retail,NYSE MKT,133.61,91,85,56,36
372,AWX,Industrials,Waste Management,NYSE MKT,133.24,91,82,70,32
373,SNFCA,Financial Services,Credit Services,NASDAQ,132.85,91,92,75,45
374,ONON,Consumer Cyclical,Apparel Retail,NYSE,132.83,91,90,95,83
375,HNRG,Energy,Thermal Coal,NASDAQ,132.63,91,90,80,60
376,CORT,Healthcare,Biotechnology,NASDAQ,132.5,91,96,95,85
377,CRESY,Industrials,Conglomerates,NASDAQ,132.35,91,91,65,55
378,TISI,Industrials,Specialty Business Services,NYSE,132.32,91,96,99,68
379,HBI,Consumer Cyclical,Apparel Manufacturing,NYSE,132.27,91,93,93,53
380,HWM,Industrials,Specialty Industrial Machinery,NYSE,132.18,91,92,95,93
381,GLBE,Consumer Cyclical,Internet Retail,NASDAQ,132.12,91,91,35,35
382,AAL,Industrials,Airlines,NASDAQ,132.08,91,70,21,17
383,TRGP,Energy,Oil & Gas Midstream,NYSE,132.07,91,94,92,93
384,CHWY,Consumer Cyclical,Internet Retail,NYSE,131.91,91,90,89,83
385,BILL,Technology,Software—Application,NYSE,131.86,91,91,15,7
386,PTCT,Healthcare,Biotechnology,NASDAQ,131.79,91,85,83,74
387,TGLS,Industrials,Building Products & Equipment,NYSE,131.66,91,93,94,61
388,ATSG,Industrials,Integrated Freight & Logistics,NASDAQ,131.62,91,89,28,27
389,OPOF,Financial Services,Banks—Regional,NASDAQ,131.58,91,77,69,23
390,BARK,Consumer Cyclical,Specialty Retail,NYSE,131.45,91,93,85,92
391,SYF,Financial Services,Credit Services,NYSE,131.45,91,92,80,89
392,BLND,Technology,Software—Application,NYSE,131.14,91,97,96,89
393,OSPN,Technology,Software—Infrastructure,NASDAQ,130.98,91,88,82,77
394,VYNE,Healthcare,Biotechnology,NASDAQ,130.93,91,80,15,9
395,MIST,Healthcare,Biotechnology,NASDAQ,130.82,91,67,20,11
396,CNTA,Healthcare,Biotechnology,NASDAQ,130.8,91,95,97,81
397,ALHC,Healthcare,Healthcare Plans,NASDAQ,130.75,91,92,94,89
398,MTTR,Technology,Software—Application,NASDAQ,130.73,91,89,96,97
399,UPWK,Industrials,Staffing & Employment Services,NASDAQ,130.72,91,91,21,29
400,UNTY,Financial Services,Banks—Regional,NASDAQ,130.7,91,90,75,67
401,MGNI,Communication Services,Advertising Agencies,NASDAQ,130.58,91,88,74,92
402,BH,Consumer Cyclical,Restaurants,NYSE,130.48,91,69,26,48
403,ENVA,Financial Services,Credit Services,NYSE,130.44,91,94,90,68
404,APO,Financial Services,Asset Management,NYSE,130.43,91,92,81,85
405,VCTR,Financial Services,Asset Management,NASDAQ,130.38,91,91,90,89
406,AP,Industrials,Metal Fabrication,NYSE,130.37,91,56,90,3
407,SANW,Consumer Defensive,Farm Products,NASDAQ,130.29,90,43,4,3
408,CEVA,Technology,Semiconductors,NASDAQ,130.25,90,81,75,28
409,AKA,Consumer Cyclical,Internet Retail,NYSE,130.16,90,91,98,99
410,COHR,Technology,Scientific & Technical Instruments,NYSE,130.15,90,93,97,97
411,PRQR,Healthcare,Biotechnology,NASDAQ,130.08,90,97,47,35
412,VIOT,Technology,Consumer Electronics,NASDAQ,130.07,90,94,98,82
413,NBN,Financial Services,Banks—Regional,NASDAQ,129.94,90,93,89,87
414,FCUV,Technology,Scientific & Technical Instruments,NASDAQ,129.89,90,9,4,2
415,PMTS,Financial Services,Credit Services,NASDAQ,129.77,90,88,46,93
416,FTDR,Consumer Cyclical,Personal Services,NASDAQ,129.75,90,90,92,59
417,SFIX,Consumer Cyclical,Specialty Retail,NASDAQ,129.73,90,87,16,93
418,TTMI,Technology,Electronic Components,NASDAQ,129.71,90,87,60,93
419,NFLX,Communication Services,Entertainment,NASDAQ,129.5,90,88,84,91
420,OPBK,Financial Services,Banks—Regional,NASDAQ,129.49,90,92,80,61
421,OCC,Technology,Communication Equipment,NASDAQ,129.47,90,15,23,33
422,TPC,Industrials,Engineering & Construction,NYSE,129.41,90,95,98,99
423,CNX,Energy,Oil & Gas E&P,NYSE,129.27,90,93,92,77
424,CCL,Consumer Cyclical,Travel Services,NYSE,129.24,90,92,52,73
425,GLNG,Energy,Oil & Gas Midstream,NASDAQ,129.23,90,91,92,93
426,QNST,Communication Services,Advertising Agencies,NASDAQ,129.21,90,86,89,87
427,LINC,Consumer Defensive,Education & Training Services,NASDAQ,129.19,90,90,58,92
428,ADTN,Technology,Communication Equipment,NASDAQ,129.16,90,90,32,18
429,GKOS,Healthcare,Medical Instruments & Supplies,NYSE,129.15,90,87,88,92
430,DECK,Consumer Cyclical,Footwear & Accessories,NYSE,129.14,90,81,79,91
431,HTLF,Financial Services,Banks—Regional,NASDAQ,129.12,90,92,93,93
432,RYAM,Basic Materials,Chemicals,NYSE,129.06,90,94,97,84
433,BB,Technology,Software—Infrastructure,NYSE,129.04,90,28,15,11
434,AVAH,Healthcare,Medical Care Facilities,NASDAQ,128.98,90,95,98,92
435,NCSM,Energy,Oil & Gas Equipment & Services,NASDAQ,128.92,90,70,68,44
436,ORLA,Basic Materials,Gold,NYSE MKT,128.9,90,77,64,55
437,ALTM,Energy,Oil & Gas Midstream,NYSE,128.69,90,88,6,6
438,EBTC,Financial Services,Banks—Regional,NASDAQ,128.61,90,81,78,30
439,CIA,Financial Services,Insurance—Life,NYSE,128.57,90,89,91,58
440,CUK,Consumer Cyclical,Leisure,NYSE,128.54,90,92,50,76
441,GTLS,Industrials,Specialty Industrial Machinery,NYSE,128.54,90,89,17,31
442,OPY,Financial Services,Capital Markets,NYSE,128.53,90,83,65,87
443,LINK,Technology,Electronic Components,NASDAQ,128.47,90,25,8,5
444,RBLX,Communication Services,Electronic Gaming & Multimedia,NYSE,128.43,90,73,59,48
445,FIX,Industrials,Engineering & Construction,NYSE,128.38,90,94,95,93
446,FOX,Communication Services,Broadcasting,NASDAQ,128.37,90,85,84,73
447,GCI,Communication Services,Publishing,NYSE,128.34,90,95,97,98
448,OPRT,Financial Services,Credit Services,NASDAQ,128.3,90,77,20,13
449,IMAX,Communication Services,Entertainment,NYSE,128.26,90,88,70,39
450,CARG,Communication Services,Internet Content & Information,NASDAQ,128.26,90,90,83,76
451,XERS,Healthcare,Biotechnology,NASDAQ,128.22,90,80,91,52
452,OOMA,Communication Services,Telecom Services,NYSE,127.8,89,87,62,33
453,ITRM,Healthcare,Biotechnology,NASDAQ,127.62,89,90,15,74
454,GSHD,Financial Services,Insurance—Diversified,NASDAQ,127.49,89,93,91,27
455,PRCT,Healthcare,Medical Devices,NASDAQ,127.46,89,94,95,95
456,STRT,Consumer Cyclical,Auto Parts,NASDAQ,127.35,89,88,95,52
457,MDXG,Healthcare,Medical Devices,NASDAQ,127.34,89,76,15,40
458,URBN,Consumer Cyclical,Apparel Retail,NASDAQ,127.33,89,73,27,82
459,SHOP,Technology,Software—Application,NYSE,127.33,89,93,69,39
460,CSV,Consumer Cyclical,Personal Services,NYSE,127.22,89,89,79,46
461,SHAK,Consumer Cyclical,Restaurants,NYSE,127.2,89,90,87,67
462,VVOS,Healthcare,Medical Devices,NASDAQ,127.11,89,35,10,4
463,TIGR,Financial Services,Capital Markets,NASDAQ,127.08,89,87,98,86
464,NGS,Energy,Oil & Gas Equipment & Services,NYSE,127.05,89,89,65,80
465,FTNT,Technology,Software—Infrastructure,NASDAQ,127.03,89,86,79,28
466,FOSL,Consumer Cyclical,Luxury Goods,NASDAQ,126.9,89,78,29,30
467,ZYME,Healthcare,Biotechnology,NASDAQ,126.89,89,82,90,64
468,GVA,Industrials,Engineering & Construction,NYSE,126.87,89,93,94,88
469,AUPH,Healthcare,Biotechnology,NASDAQ,126.79,89,82,62,19
470,SKYW,Industrials,Airlines,NASDAQ,126.6,89,94,88,96
471,PTVE,Consumer Cyclical,Packaging & Containers,NASDAQ,126.6,89,57,29,50
472,TSEM,Technology,Semiconductors,NASDAQ,126.53,89,79,88,89
473,BNR,Healthcare,Diagnostics & Research,NASDAQ,126.33,89,27,3,7
474,ATRA,Healthcare,Biotechnology,NASDAQ,126.29,89,61,6,2
475,PJT,Financial Services,Capital Markets,NYSE,126.24,89,91,88,86
476,ANET,Technology,Computer Hardware,NYSE,126.24,89,85,91,96
477,MSB,Basic Materials,Steel,NYSE,126.18,89,91,78,31
478,ATGE,Consumer Defensive,Education & Training Services,NYSE,126.18,89,88,82,94
479,HIMX,Technology,Semiconductors,NASDAQ,126.13,89,25,20,92
480,ZIM,Industrials,Marine Shipping,NYSE,126.0,89,94,95,97
481,KKR,Financial Services,Asset Management,NYSE,125.94,89,92,93,93
482,AGYS,Technology,Softwareâ€”Application,NASDAQ,125.93,89,86,77,90
483,FOXA,Communication Services,Broadcasting,NASDAQ,125.89,89,83,85,72
484,IHT,Real Estate,REIT—Hotel & Motel,NYSE MKT,125.73,89,85,71,66
485,AI,Technology,Information Technology Services,NYSE,125.68,89,81,18,67
486,AE,Energy,Oil & Gas Integrated,NYSE MKT,125.31,89,87,37,28
487,UXIN,Communication Services,Internet Content & Information,NASDAQ,125.22,89,95,98,4
488,HAFC,Financial Services,Banks—Regional,NASDAQ,125.17,89,92,68,59
489,FUNC,Financial Services,Banks—Regional,NASDAQ,125.13,89,92,93,70
490,ETR,Utilities,Utilities—Regulated Electric,NYSE,125.07,89,88,88,66
491,SLGL,Healthcare,Biotechnology,NASDAQ,125.05,89,7,7,13
492,TCOM,Consumer Cyclical,Travel Services,NASDAQ,125.01,89,88,93,83
493,DJCO,Communication Services,Publishing,NASDAQ,125.0,89,86,85,84
494,ICCM,Healthcare,Medical Care Facilities,NASDAQ,124.99,89,27,8,9
495,EXEL,Healthcare,Biotechnology,NASDAQ,124.86,89,91,67,42
496,VERA,Healthcare,Biotechnology,NASDAQ,124.85,88,94,96,97
497,SPCB,Industrials,Security & Protection Services,NASDAQ,124.85,88,34,12,4
498,PWOD,Financial Services,Banks—Regional,NASDAQ,124.76,88,91,72,43
499,PLXS,Technology,Electronic Components,NASDAQ,124.61,88,89,86,59
500,DASH,Communication Services,Internet Content & Information,NASDAQ,124.57,88,91,89,56
501,FSFG,Financial Services,Banks—Regional,NASDAQ,124.48,88,93,91,80
502,FHN,Financial Services,Banks—Regional,NYSE,124.17,88,87,61,84
503,MD,Healthcare,Medical Care Facilities,NYSE,124.12,88,93,89,8
504,LVO,Communication Services,Entertainment,NASDAQ,124.12,88,8,4,29
505,GENI,Communication Services,Internet Content & Information,NYSE,123.99,88,91,85,29
506,CMCM,Communication Services,Internet Content & Information,NYSE,123.96,88,95,95,96
507,EVGO,Consumer Cyclical,Specialty Retail,NASDAQ,123.92,88,97,98,79
508,ARGX,Healthcare,Biotechnology,NASDAQ,123.91,88,84,82,75
509,ERJ,Industrials,Aerospace & Defense,NYSE,123.8,88,90,95,96
510,USAS,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,123.78,88,92,76,21
511,ALSN,Consumer Cyclical,Auto Parts,NYSE,123.76,88,92,91,73
512,UNM,Financial Services,Insurance—Life,NYSE,123.65,88,89,71,52
513,COHN,Financial Services,Capital Markets,NYSE MKT,123.58,88,81,77,94
514,WSM,Consumer Cyclical,Specialty Retail,NYSE,123.45,88,85,86,94
515,Z,Communication Services,Internet Content & Information,NASDAQ,123.44,88,94,86,40
516,KMI,Energy,Oil & Gas Midstream,NYSE,123.3,88,87,81,72
517,IROQ,Financial Services,Banks—Regional,NASDAQ,123.21,88,76,76,53
518,MTZ,Industrials,Engineering & Construction,NYSE,122.97,88,92,92,83
519,EME,Industrials,Engineering & Construction,NYSE,122.94,88,92,94,95
520,TSM,Technology,Semiconductors,NYSE,122.93,88,80,90,97
521,STEP,Financial Services,Asset Management,NASDAQ,122.89,88,93,95,94
522,RNGR,Energy,Oil & Gas Equipment & Services,NYSE,122.87,88,90,52,27
523,AXR,Real Estate,Real Estate Services,NYSE,122.79,88,95,92,46
524,WK,Technology,Software—Application,NYSE,122.77,88,67,28,17
525,QD,Financial Services,Credit Services,NYSE,122.71,88,94,49,17
526,WMT,Consumer Defensive,Discount Stores,NYSE,122.71,88,86,86,86
527,TIL,Healthcare,Biotechnology,NASDAQ,122.69,88,98,99,55
528,VITL,Consumer Defensive,Farm Products,NASDAQ,122.68,88,87,96,99
529,FVRR,Communication Services,Internet Content & Information,NYSE,122.67,88,80,39,39
530,DYAI,Healthcare,Biotechnology,NASDAQ,122.58,88,55,6,14
531,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,122.56,88,72,96,49
532,MLI,Industrials,Metal Fabrication,NYSE,122.56,88,87,92,86
533,SENEA,Consumer Defensive,Packaged Foods,NASDAQ,122.55,88,75,55,79
534,MBI,Financial Services,Insurance—Specialty,NYSE,122.5,88,84,6,16
535,UFCS,Financial Services,Insurance—Property & Casualty,NASDAQ,122.47,88,86,29,37
536,RDNT,Healthcare,Diagnostics & Research,NASDAQ,122.42,88,92,94,94
537,JSPR,Healthcare,Biotechnology,NASDAQ,122.4,88,92,85,96
538,GRMN,Technology,Scientific & Technical Instruments,NYSE,122.25,88,84,80,90
539,WTTR,Energy,Oil & Gas Equipment & Services,NYSE,122.22,88,91,83,85
540,HWKN,Basic Materials,Specialty Chemicals,NASDAQ,122.11,88,91,95,94
541,BLDE,Industrials,Airports & Air Services,NASDAQ,122.1,88,90,36,54
542,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,122.03,87,94,98,99
543,FOUR,Technology,Software—Infrastructure,NYSE,122.0,87,90,86,51
544,EVBN,Financial Services,Banks—Regional,NYSE MKT,121.96,87,89,89,60
545,SYBT,Financial Services,Banks—Regional,NASDAQ,121.9,87,90,80,71
546,FICO,Technology,Software—Application,NYSE,121.8,87,94,95,94
547,USEG,Energy,Oil & Gas E&P,NASDAQ,121.77,87,95,81,25
548,NWG,Financial Services,Banks—Diversified,NYSE,121.75,87,85,81,90
549,VERI,Technology,Software—Infrastructure,NASDAQ,121.68,87,36,88,60
550,ATEN,Technology,Software—Infrastructure,NYSE,121.6,87,73,57,51
551,DFS,Financial Services,Credit Services,NYSE,121.57,87,90,74,77
552,MDGL,Healthcare,Biotechnology,NASDAQ,121.49,87,85,27,91
553,BWAY,Healthcare,Medical Devices,NASDAQ,121.37,87,87,96,93
554,REPL,Healthcare,Biotechnology,NASDAQ,121.34,87,92,82,25
555,FXNC,Financial Services,Banks—Regional,NASDAQ,121.34,87,87,44,32
556,PLNT,Consumer Cyclical,Leisure,NYSE,121.24,87,85,83,75
557,ZG,Communication Services,Internet Content & Information,NASDAQ,121.21,87,94,86,38
558,COIN,Technology,Software—Application,NASDAQ,121.2,87,93,49,96
559,NOW,Technology,Software—Application,NYSE,121.18,87,84,82,71
560,FARO,Technology,Scientific & Technical Instruments,NASDAQ,121.04,87,85,37,34
561,RL,Consumer Cyclical,Apparel Manufacturing,NYSE,121.04,87,84,80,86
562,TEAM,Technology,Software—Application,NASDAQ,120.96,87,89,16,23
563,FLEX,Technology,Electronic Components,NASDAQ,120.9,87,85,80,85
564,DORM,Consumer Cyclical,Auto Parts,NASDAQ,120.87,87,89,80,54
565,NWL,Consumer Defensive,Household & Personal Products,NASDAQ,120.87,87,75,41,12
566,GMED,Healthcare,Medical Devices,NYSE,120.85,87,85,75,86
567,EXPE,Consumer Cyclical,Travel Services,NASDAQ,120.83,87,84,70,52
568,CTLP,Technology,Information Technology Services,NASDAQ,120.83,87,81,67,32
569,VIST,Energy,Oil & Gas E&P,NYSE,120.82,87,76,85,92
570,SENS,Healthcare,Diagnostics & Research,NYSE MKT,120.79,87,8,10,17
571,EQC,Real Estate,REIT—Office,NYSE,120.71,87,40,40,42
572,QUAD,Industrials,Specialty Business Services,NYSE,120.64,87,89,24,77
573,RBBN,Communication Services,Telecom Services,NASDAQ,120.64,87,84,41,78
574,BOTJ,Financial Services,Banks—Regional,NASDAQ,120.51,87,81,80,62
575,CFFI,Financial Services,Banks—Regional,NASDAQ,120.49,87,82,77,28
576,DMRC,Technology,Information Technology Services,NASDAQ,120.43,87,58,25,63
577,BCS,Financial Services,Banks—Diversified,NYSE,120.4,87,84,81,91
578,CDNA,Healthcare,Diagnostics & Research,NASDAQ,120.39,87,92,99,95
579,ELSE,Technology,Scientific & Technical Instruments,NASDAQ,120.38,87,46,29,39
580,AEYE,Technology,Softwareâ€”Application,NASDAQ,120.37,87,98,99,99
581,VNO,Real Estate,REIT—Office,NYSE,120.36,87,91,94,67
582,MNKD,Healthcare,Biotechnology,NASDAQ,120.36,87,84,91,91
583,LPLA,Financial Services,Capital Markets,NASDAQ,120.32,87,81,26,71
584,REVG,Industrials,Farm & Heavy Construction Machinery,NYSE,120.28,87,80,86,92
585,EVR,Financial Services,Capital Markets,NYSE,120.25,87,91,90,92
586,FWONK,Communication Services,Broadcasting,NASDAQ,120.24,87,67,54,66
587,AAON,Industrials,Building Products & Equipment,NASDAQ,120.22,87,94,90,79
588,NCLH,Consumer Cyclical,Travel Services,NYSE,120.14,86,91,51,45
589,DCOM,Financial Services,Banks—Regional,NASDAQ,120.13,86,95,90,57
590,NRIM,Financial Services,Banks—Regional,NASDAQ,120.1,86,89,87,87
591,IAG,Basic Materials,Gold,NYSE,120.09,86,91,96,94
592,YMM,Technology,Software—Application,NYSE,120.02,86,81,82,70
593,COMP,Technology,Software—Application,NYSE,119.99,86,96,97,67
594,OSW,Consumer Cyclical,Leisure,NASDAQ,119.98,86,80,70,83
595,ISTR,Financial Services,Banks—Regional,NASDAQ,119.97,86,90,83,73
596,PLMR,Financial Services,Insurance—Property & Casualty,NASDAQ,119.87,86,81,91,89
597,LEU,Energy,Uranium,NYSE MKT,119.78,86,97,91,38
598,ALLK,Healthcare,Biotechnology,NASDAQ,119.78,86,37,5,3
599,GLAD,Financial Services,Asset Management,NASDAQ,119.77,86,80,68,83
600,VS,Communication Services,Electronic Gaming & Multimedia,NASDAQ,119.72,86,24,4,9
601,PRDO,Consumer Defensive,Education & Training Services,NASDAQ,119.69,86,83,56,87
602,TASK,Technology,Information Technology Services,NASDAQ,119.65,86,54,39,87
603,NEXT,Energy,Oil & Gas E&P,NASDAQ,119.64,86,86,18,90
604,FWONA,Communication Services,Broadcasting,NASDAQ,119.6,86,69,62,64
605,VHC,Technology,Software—Infrastructure,NYSE,119.6,86,20,74,43
606,CVLT,Technology,Software—Application,NASDAQ,119.59,86,92,95,94
607,OPRA,Technology,Software—Infrastructure,NASDAQ,119.58,86,89,62,30
608,NWPX,Industrials,Metal Fabrication,NASDAQ,119.57,86,93,88,56
609,PLAG,Consumer Defensive,Packaged Foods,NYSE MKT,119.53,86,58,4,4
610,ACIW,Technology,Softwareâ€”Infrastructure,NASDAQ,119.49,86,91,95,93
611,MASI,Healthcare,Medical Instruments & Supplies,NASDAQ,119.48,86,89,74,25
612,PAHC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,119.48,86,91,93,87
613,MDU,Basic Materials,Building Materials,NYSE,119.47,86,91,74,74
614,FKWL,Technology,Communication Equipment,NASDAQ,119.44,86,76,88,73
615,PIPR,Financial Services,Capital Markets,NYSE,119.36,86,93,93,93
616,PBI,Industrials,Business Equipment & Supplies,NYSE,119.34,86,91,92,95
617,LWAY,Consumer Defensive,Packaged Foods,NASDAQ,119.32,86,92,97,43
618,TALK,Healthcare,Medical Care Facilities,NASDAQ,119.28,86,91,33,25
619,VCEL,Healthcare,Biotechnology,NASDAQ,119.23,86,77,34,70
620,SRZN,Healthcare,Biotechnology,NASDAQ,119.14,86,65,54,46
621,MTLS,Technology,Software—Application,NASDAQ,119.12,86,85,31,20
622,EXLS,Technology,Information Technology Services,NASDAQ,118.85,86,87,83,53
623,SUM,Basic Materials,Building Materials,NYSE,118.82,86,79,36,40
624,CZWI,Financial Services,Banks—Regional,NASDAQ,118.72,86,80,84,66
625,CHEF,Consumer Defensive,Food Distribution,NASDAQ,118.71,86,69,81,90
626,ANGO,Healthcare,Medical Instruments & Supplies,NASDAQ,118.64,86,43,31,16
627,AROC,Energy,Oil & Gas Equipment & Services,NYSE,118.63,86,88,82,92
628,ALKT,Technology,Softwareâ€”Application,NASDAQ,118.63,86,87,85,93
629,BLFS,Healthcare,Medical Instruments & Supplies,NASDAQ,118.58,86,87,91,71
630,BOOT,Consumer Cyclical,Apparel Retail,NYSE,118.55,86,76,96,93
631,ARES,Financial Services,Asset Management,NYSE,118.45,85,81,83,82
632,HSII,Industrials,Staffing & Employment Services,NASDAQ,118.45,85,83,81,66
633,DAL,Industrials,Airlines,NYSE,118.45,85,90,59,63
634,USM,Communication Services,Telecom Services,NYSE,118.4,85,76,79,97
635,WH,Consumer Cyclical,Lodging,NYSE,118.38,85,76,46,42
636,SLM,Financial Services,Credit Services,NASDAQ,118.32,85,83,72,79
637,ET,Energy,Oil & Gas Midstream,NYSE,118.31,85,82,62,79
638,BAOS,Communication Services,Advertising Agencies,NASDAQ,118.3,85,7,34,3
639,NPCE,Healthcare,Medical Devices,NASDAQ,118.28,85,75,15,20
640,OWL,Financial Services,Asset Management,NYSE,118.23,85,86,81,75
641,RH,Consumer Cyclical,Specialty Retail,NYSE,118.14,85,87,84,27
642,AMBA,Technology,Semiconductor Equipment & Materials,NASDAQ,118.1,85,73,40,63
643,BV,Industrials,Specialty Business Services,NYSE,118.06,85,89,94,93
644,TOMZ,Industrials,Pollution & Treatment Controls,NASDAQ,118.04,85,21,26,60
645,BBSI,Industrials,Staffing & Employment Services,NASDAQ,118.03,85,79,80,84
646,BMRC,Financial Services,Banks—Regional,NASDAQ,118.0,85,85,68,55
647,PNFP,Financial Services,Banks—Regional,NASDAQ,117.98,85,89,74,66
648,WMB,Energy,Oil & Gas Midstream,NYSE,117.96,85,86,80,78
649,FISI,Financial Services,Banks—Regional,NASDAQ,117.89,85,83,87,74
650,BKNG,Consumer Cyclical,Travel Services,NASDAQ,117.88,85,87,65,83
651,JBT,Industrials,Specialty Industrial Machinery,NYSE,117.82,85,80,38,29
652,GS,Financial Services,Capital Markets,NYSE,117.82,85,87,78,90
653,CLMT,Energy,Oil & Gas E&P,NASDAQ,117.75,85,80,63,51
654,GPI,Consumer Cyclical,Auto & Truck Dealerships,NYSE,117.69,85,82,84,53
655,BAM,Financial Services,Asset Management,NYSE,117.66,85,88,83,66
656,CSWI,Industrials,Specialty Industrial Machinery,NASDAQ,117.66,85,94,95,91
657,NET,Technology,Software—Infrastructure,NYSE,117.62,85,73,36,53
658,LPSN,Technology,Software—Application,NASDAQ,117.61,85,18,47,4
659,TGI,Industrials,Aerospace & Defense,NYSE,117.57,85,87,30,90
660,CAE,Industrials,Aerospace & Defense,NYSE,117.57,85,73,23,26
661,TBBK,Financial Services,Banks—Regional,NASDAQ,117.52,85,83,91,82
662,FPAY,Industrials,Rental & Leasing Services,NASDAQ,117.52,85,93,31,31
663,AXS,Financial Services,Insurance—Property & Casualty,NYSE,117.45,85,83,82,81
664,CIVB,Financial Services,Banks—Regional,NASDAQ,117.42,85,88,66,38
665,PSTG,Technology,Computer Hardware,NYSE,117.41,85,55,42,96
666,FFIV,Technology,Software—Infrastructure,NASDAQ,117.4,85,81,80,45
667,EMKR,Technology,Semiconductors,NASDAQ,117.37,85,97,40,1
668,GB,Technology,Information Technology Services,NYSE,117.29,85,71,44,38
669,VOXX,Technology,Consumer Electronics,NASDAQ,117.29,85,82,87,1
670,CPF,Financial Services,Banks—Regional,NYSE,117.24,85,89,93,85
671,BHE,Technology,Electronic Components,NYSE,117.17,85,85,90,93
672,CASH,Financial Services,Banks—Regional,NASDAQ,117.05,85,88,79,79
673,THTX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,117.01,85,21,13,16
674,USAU,Basic Materials,Gold,NASDAQ,117.0,85,94,84,93
675,ITIC,Financial Services,Insurance—Specialty,NASDAQ,116.99,85,92,89,76
676,LAKE,Consumer Cyclical,Apparel Manufacturing,NASDAQ,116.88,85,68,37,90
677,AIRG,Technology,Communication Equipment,NASDAQ,116.88,85,96,97,91
678,PDLB,Financial Services,Banks—Regional,NASDAQ,116.79,84,79,83,59
679,TTD,Technology,Software—Application,NASDAQ,116.75,84,87,84,83
680,EFSC,Financial Services,Banks—Regional,NASDAQ,116.74,84,85,79,50
681,IDT,Communication Services,Telecom Services,NYSE,116.7,84,85,60,76
682,SNEX,Financial Services,Capital Markets,NASDAQ,116.66,84,86,66,78
683,HCKT,Technology,Information Technology Services,NASDAQ,116.61,84,77,62,35
684,PDCO,Healthcare,Medical Distribution,NASDAQ,116.51,84,19,13,19
685,SF,Financial Services,Capital Markets,NYSE,116.46,84,90,84,83
686,BANR,Financial Services,Banks—Regional,NASDAQ,116.39,84,90,82,71
687,ESLT,Industrials,Aerospace & Defense,NASDAQ,116.36,84,66,37,32
688,CW,Industrials,Specialty Industrial Machinery,NYSE,116.27,84,85,90,87
689,VFC,Consumer Cyclical,Apparel Manufacturing,NYSE,116.26,84,69,85,20
690,ESP,Industrials,Electrical Equipment & Parts,NYSE MKT,116.19,84,86,92,78
691,ODC,Basic Materials,Specialty Chemicals,NYSE,116.1,84,35,37,27
692,LIND,Consumer Cyclical,Travel Services,NASDAQ,116.06,84,91,36,61
693,B,Industrials,Specialty Industrial Machinery,NYSE,116.05,84,81,61,79
694,YSG,Consumer Cyclical,Specialty Retail,NYSE,116.04,84,91,29,33
695,SMID,Basic Materials,Building Materials,NASDAQ,116.02,84,88,44,28
696,OLLI,Consumer Defensive,Discount Stores,NASDAQ,116.01,84,67,68,91
697,CSPI,Technology,Information Technology Services,NASDAQ,116.0,84,52,42,95
698,ERIC,Technology,Communication Equipment,NASDAQ,115.9,84,82,86,84
699,GLW,Technology,Electronic Components,NYSE,115.89,84,83,83,93
700,LYTS,Technology,Electronic Components,NASDAQ,115.89,84,82,51,41
701,LARK,Financial Services,Banks—Regional,NASDAQ,115.85,84,73,43,50
702,BX,Financial Services,Asset Management,NYSE,115.69,84,90,83,67
703,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,115.69,84,14,12,21
704,AXP,Financial Services,Credit Services,NYSE,115.67,84,83,87,88
