Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1067,NTRS,Financial Services,Asset Management,NASDAQ,106.74,76,76,56,62
1068,CASY,Consumer Defensive,Grocery Stores,NASDAQ,106.69,76,77,67,87
1069,TYL,Technology,Software—Application,NYSE,106.67,76,76,85,85
1070,LULU,Consumer Cyclical,Apparel Retail,NASDAQ,106.67,76,31,12,14
1071,LTH,Consumer Cyclical,Leisure,NYSE,106.64,76,82,93,81
1072,PAYC,Technology,Software—Application,NYSE,106.61,76,85,26,6
1073,SMBC,Financial Services,Banks—Regional,NASDAQ,106.58,76,84,79,58
1074,PANW,Technology,Software—Infrastructure,NASDAQ,106.55,76,69,67,84
1075,PEN,Healthcare,Medical Devices,NYSE,106.49,76,59,27,14
1076,SLVM,Basic Materials,Paper & Paper Products,NYSE,106.47,76,85,92,89
1077,SMAR,Technology,Software—Application,NYSE,106.46,76,75,85,54
1078,CBZ,Industrials,Specialty Business Services,NYSE,106.45,76,62,32,78
1079,COKE,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,106.44,76,79,92,94
1080,TRN,Industrials,Railroads,NYSE,106.43,76,78,81,71
1081,PROV,Financial Services,Banks—Regional,NASDAQ,106.42,76,69,57,33
1082,CRWD,Technology,Software—Infrastructure,NASDAQ,106.39,76,72,42,96
1083,EDR,Communication Services,Entertainment,NYSE,106.35,75,62,71,74
1084,PTGX,Healthcare,Biotechnology,NASDAQ,106.34,75,88,96,94
1085,BKR,Energy,Oil & Gas Equipment & Services,NASDAQ,106.34,75,82,59,46
1086,LPX,Industrials,Building Products & Equipment,NYSE,106.28,75,87,93,77
1087,FIBK,Financial Services,Banks—Regional,NASDAQ,106.27,75,77,63,76
1088,ELLO,Utilities,Utilities—Renewable,NYSE MKT,106.25,75,63,22,15
1089,EZPW,Financial Services,Credit Services,NASDAQ,106.2,75,70,65,53
1090,WTBA,Financial Services,Banks—Regional,NASDAQ,106.2,75,77,42,44
1091,LOPE,Consumer Defensive,Education & Training Services,NASDAQ,106.2,75,62,40,74
1092,WELL,Real Estate,REIT—Healthcare Facilities,NYSE,106.18,75,78,87,81
1093,GIL,Consumer Cyclical,Apparel Manufacturing,NYSE,106.18,75,75,89,80
1094,WEYS,Consumer Cyclical,Footwear & Accessories,NASDAQ,106.18,75,55,61,47
1095,STCN,Industrials,Conglomerates,NASDAQ,106.15,75,70,33,90
1096,PFC,Financial Services,Banks—Regional,NASDAQ,106.12,75,75,63,65
1097,ECF,Financial Services,Asset Management,NYSE MKT,106.09,75,71,64,58
1098,FSEA,Financial Services,Banks—Regional,NASDAQ,106.09,75,46,58,71
1099,TWST,Healthcare,Diagnostics & Research,NASDAQ,106.09,75,82,85,98
1100,MUFG,Financial Services,Banks—Diversified,NYSE,106.08,75,62,39,86
1101,VLN,Technology,Semiconductors,NYSE,106.08,75,17,13,68
1102,JWN,Consumer Cyclical,Department Stores,NYSE,106.08,75,52,68,81
1103,COST,Consumer Defensive,Discount Stores,NASDAQ,106.05,75,74,76,92
1104,CCRN,Industrials,Staffing & Employment Services,NASDAQ,106.04,75,7,11,7
1105,BELFB,Technology,Electronic Components,NASDAQ,105.96,75,78,87,79
1106,STEM,Technology,Software—Infrastructure,NYSE,105.96,75,2,0,2
1107,CBFV,Financial Services,Banks—Regional,NASDAQ,105.95,75,83,83,54
1108,T,Communication Services,Telecom Services,NYSE,105.95,75,73,81,76
1109,NEN,Real Estate,Real Estate—Diversified,NYSE MKT,105.92,75,49,44,40
1110,BDC,Industrials,Electrical Equipment & Parts,NYSE,105.91,75,84,85,56
1111,CPSS,Financial Services,Credit Services,NASDAQ,105.91,75,68,41,55
1112,ABCB,Financial Services,Banksâ€”Regional,NYSE,105.9,75,84,85,84
1113,CCNE,Financial Services,Banks—Regional,NASDAQ,105.89,75,79,66,58
1114,SSB,Financial Services,Banks—Regional,NYSE,105.85,75,78,78,51
1115,WBS,Financial Services,Banks—Regional,NYSE,105.83,75,81,35,43
1116,BSIG,Financial Services,Asset Management,NYSE,105.83,75,86,58,69
1117,REZI,Industrials,Security & Protection Services,NYSE,105.81,75,84,43,53
1118,APH,Technology,Electronic Components,NYSE,105.8,75,74,62,93
1119,MFC,Financial Services,Insurance—Life,NYSE,105.78,75,77,82,88
1120,BAC,Financial Services,Banks—Diversified,NYSE,105.78,75,76,64,89
1121,RSVRW,Communication Services,Entertainment,NASDAQ,105.76,75,65,11,22
1122,BMI,Industrials,Electrical Equipment & Parts,NYSE,105.74,75,70,86,86
1123,NEO,Healthcare,Diagnostics & Research,NASDAQ,105.73,75,55,36,32
1124,GABC,Financial Services,Banks—Regional,NASDAQ,105.71,75,80,73,79
1125,MSGS,Communication Services,Entertainment,NYSE,105.67,75,67,66,56
1126,MESA,Industrials,Airlines,NASDAQ,105.67,75,40,50,96
1127,EGBN,Financial Services,Banks—Regional,NASDAQ,105.63,75,85,65,26
1128,BYD,Consumer Cyclical,Resorts & Casinos,NYSE,105.62,74,72,52,23
1129,CARE,Financial Services,Banks—Regional,NASDAQ,105.6,74,78,80,81
1130,AEE,Utilities,Utilitiesâ€”Regulated Electric,NYSE,105.58,74,70,78,38
1131,BHLB,Financial Services,Banks—Regional,NYSE,105.55,74,79,71,64
1132,GAN,Consumer Cyclical,Gambling,NASDAQ,105.53,74,64,83,67
1133,LII,Industrials,Specialty Industrial Machinery,NYSE,105.53,74,81,81,89
1134,HLT,Consumer Cyclical,Lodging,NYSE,105.53,74,74,74,84
1135,PCB,Financial Services,Banks—Regional,NASDAQ,105.52,74,75,56,40
1136,IZEA,Communication Services,Internet Content & Information,NASDAQ,105.51,74,76,65,40
1137,MDRRP,Real Estate,REIT—Diversified,NASDAQ,105.5,74,53,55,69
1138,AIZ,Financial Services,Insuranceâ€”Specialty,NYSE,105.5,74,72,75,59
1139,BFC,Financial Services,Banks—Regional,NASDAQ,105.47,74,73,48,49
1140,RDWR,Technology,Software—Infrastructure,NASDAQ,105.47,74,73,81,52
1141,PNTG,Healthcare,Medical Care Facilities,NASDAQ,105.44,74,86,98,96
1142,SLG,Real Estate,REIT—Office,NYSE,105.43,74,90,91,91
1143,MNMD,Healthcare,Biotechnology,NASDAQ,105.42,74,89,45,91
1144,UGI,Utilities,Utilities—Regulated Gas,NYSE,105.38,74,71,42,33
1145,ASB,Financial Services,Banksâ€”Regional,NYSE,105.36,74,77,47,71
1146,QUIK,Technology,Semiconductors,NASDAQ,105.26,74,10,9,32
1147,ITRI,Technology,Scientific & Technical Instruments,NASDAQ,105.26,74,77,82,90
1148,STXS,Healthcare,Medical Instruments & Supplies,NYSE MKT,105.25,74,59,40,38
1149,ADSK,Technology,Softwareâ€”Application,NASDAQ,105.24,74,68,63,63
1150,IBIO,Healthcare,Biotechnology,NYSE MKT,105.2,74,90,53,17
1151,ADP,Industrials,Staffing & Employment Services,NASDAQ,105.19,74,69,73,40
1152,BTI,Consumer Defensive,Tobacco,NYSE,105.18,74,66,73,68
1153,GHC,Consumer Defensive,Education & Training Services,NYSE,105.17,74,75,68,60
1154,YY,Communication Services,Internet Content & Information,NASDAQ,105.14,74,61,37,41
1155,EOI,Financial Services,Asset Management,NYSE,105.1,74,72,66,84
1156,CIFR,Financial Services,Capital Markets,NASDAQ,105.09,74,97,35,82
1157,JCI,Industrials,Engineering & Construction,NYSE,105.09,74,76,77,67
1158,AEM,Basic Materials,Gold,NYSE,105.08,74,78,90,91
1159,IBM,Technology,Information Technology Services,NYSE,105.06,74,73,87,73
1160,HWC,Financial Services,Banks—Regional,NASDAQ,105.06,74,75,70,77
1161,CENX,Basic Materials,Aluminum,NASDAQ,104.97,74,96,80,97
1162,HMN,Financial Services,Insurance—Property & Casualty,NYSE,104.95,74,69,55,51
1163,CVCO,Consumer Cyclical,Residential Construction,NASDAQ,104.95,74,87,85,67
1164,TT,Industrials,Specialty Industrial Machinery,NYSE,104.95,74,84,91,92
1165,APOG,Industrials,Building Products & Equipment,NASDAQ,104.93,74,88,79,74
1166,TOWN,Financial Services,Banks—Regional,NASDAQ,104.91,74,71,77,64
1167,NL,Industrials,Security & Protection Services,NYSE,104.9,74,77,77,41
1168,MGEE,Utilities,Utilities—Diversified,NASDAQ,104.85,74,77,76,48
1169,KN,Technology,Communication Equipment,NYSE,104.83,74,59,43,66
1170,MAR,Consumer Cyclical,Lodging,NASDAQ,104.83,74,74,52,65
1171,DBD,Technology,Software—Application,NYSE,104.83,74,75,91,95
1172,EMR,Industrials,Specialty Industrial Machinery,NYSE,104.83,74,77,45,68
1173,YOU,Technology,Software—Application,NYSE,104.8,74,61,94,34
1174,REKR,Technology,Software—Infrastructure,NASDAQ,104.78,73,4,3,11
1175,PNC,Financial Services,Banks—Regional,NYSE,104.78,73,80,73,76
1176,KRUS,Consumer Cyclical,Restaurants,NASDAQ,104.78,73,88,51,4
1177,VIAV,Technology,Communication Equipment,NASDAQ,104.77,73,66,53,15
1178,BMY,Healthcare,Drug Manufacturers—General,NYSE,104.77,73,72,68,17
1179,CNS,Financial Services,Asset Management,NYSE,104.75,73,86,87,72
1180,ZWS,Utilities,Utilities—Regulated Water,NYSE,104.74,73,75,77,45
1181,CHH,Consumer Cyclical,Lodging,NYSE,104.74,73,76,54,43
1182,PH,Industrials,Specialty Industrial Machinery,NYSE,104.73,73,81,84,71
1183,PFGC,Consumer Defensive,Food Distribution,NYSE,104.71,73,69,74,35
1184,HBCP,Financial Services,Banks—Regional,NASDAQ,104.7,73,80,55,70
1185,PFIS,Financial Services,Banks—Regional,NASDAQ,104.7,73,77,45,52
1186,ORN,Industrials,Engineering & Construction,NYSE,104.64,73,76,23,96
1187,ESE,Technology,Scientific & Technical Instruments,NYSE,104.57,73,82,71,60
1188,FRME,Financial Services,Banks—Regional,NASDAQ,104.51,73,76,61,66
1189,PEBK,Financial Services,Banks—Regional,NASDAQ,104.51,73,56,21,75
1190,CHRW,Industrials,Integrated Freight & Logistics,NASDAQ,104.5,73,69,82,56
1191,JLL,Real Estate,Real Estate Services,NYSE,104.47,73,83,92,84
1192,MOFG,Financial Services,Banks—Regional,NASDAQ,104.45,73,82,75,53
1193,SCWX,Technology,Software—Infrastructure,NASDAQ,104.38,73,72,73,73
1194,SWI,Technology,Software—Infrastructure,NYSE,104.37,73,53,59,61
1195,BFIN,Financial Services,Banks—Regional,NASDAQ,104.35,73,77,76,65
1196,PHR,Healthcare,Health Information Services,NYSE,104.32,73,36,50,19
1197,V,Financial Services,Credit Services,NYSE,104.29,73,60,46,47
1198,LFST,Healthcare,Medical Care Facilities,NASDAQ,104.29,73,59,66,13
1199,GOOD,Real Estate,REIT—Diversified,NASDAQ,104.27,73,78,81,75
1200,AMSF,Financial Services,Insuranceâ€”Specialty,NASDAQ,104.25,73,70,50,32
1201,ALL,Financial Services,Insuranceâ€”Property & Casualty,NYSE,104.23,73,74,83,78
1202,MCHX,Communication Services,Advertising Agencies,NASDAQ,104.22,73,57,82,47
1203,EGHT,Technology,Software—Application,NASDAQ,104.21,73,81,14,16
1204,INDB,Financial Services,Banks—Regional,NASDAQ,104.21,73,76,59,41
1205,HTBI,Financial Services,Banks—Regional,NASDAQ,104.2,73,77,80,88
1206,SNDR,Industrials,Trucking,NYSE,104.2,73,83,62,35
1207,BWXT,Industrials,Aerospace & Defense,NYSE,104.17,73,85,88,76
1208,SKT,Real Estate,REIT—Retail,NYSE,104.17,73,76,80,57
1209,FUN,Consumer Cyclical,Leisure,NYSE,104.16,73,50,18,92
1210,DNB,Technology,Information Technology Services,NYSE,104.15,73,64,70,27
1211,CRH,Basic Materials,Building Materials,NYSE,104.14,73,77,83,76
1212,VIASP,Utilities,Utilities—Regulated Electric,NASDAQ,104.12,73,42,52,46
1213,BOKF,Financial Services,Banks—Regional,NASDAQ,104.12,73,80,73,63
1214,MDRR,Real Estate,REIT—Diversified,NASDAQ,104.12,73,42,47,71
1215,XPEV,Consumer Cyclical,Auto Manufacturers,NYSE,104.11,73,74,84,13
1216,BCSF,Financial Services,Asset Management,NYSE,104.1,73,53,57,75
1217,THFF,Financial Services,Banks—Regional,NASDAQ,104.08,73,69,57,60
1218,LUV,Industrials,Airlines,NYSE,104.08,73,53,54,33
1219,SONY,Technology,Consumer Electronics,NYSE,104.05,72,55,51,59
1220,BDN,Real Estate,REIT—Office,NYSE,104.01,72,74,86,47
1221,TRUE,Communication Services,Internet Content & Information,NASDAQ,103.99,72,86,54,81
1222,RUSHB,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,103.97,72,73,35,20
1223,GAIA,Communication Services,Internet Content & Information,NASDAQ,103.96,72,93,90,95
1224,EIG,Financial Services,Insurance—Specialty,NYSE,103.96,72,68,66,61
1225,KR,Consumer Defensive,Grocery Stores,NYSE,103.95,72,68,56,57
1226,LNTH,Healthcare,Diagnostics & Research,NASDAQ,103.94,72,47,93,96
1227,ITGR,Healthcare,Medical Devices,NYSE,103.88,72,71,76,79
1228,TXRH,Consumer Cyclical,Restaurants,NASDAQ,103.84,72,82,83,91
1229,GECC,Financial Services,Asset Management,NASDAQ,103.82,72,43,43,68
1230,ENR,Industrials,Electrical Equipment & Parts,NYSE,103.82,72,74,54,41
1231,DGICB,Financial Services,Insurance—Property & Casualty,NASDAQ,103.81,72,56,30,29
1232,WNEB,Financial Services,Banks—Regional,NASDAQ,103.79,72,63,67,39
1233,BOSC,Technology,Communication Equipment,NASDAQ,103.76,72,66,36,41
1234,GIGM,Communication Services,Electronic Gaming & Multimedia,NASDAQ,103.76,72,53,43,31
1235,TIPT,Financial Services,Insurance—Specialty,NASDAQ,103.73,72,71,63,46
1236,OVLY,Financial Services,Banks—Regional,NASDAQ,103.68,72,71,38,36
1237,FTI,Energy,Oil & Gas Equipment & Services,NYSE,103.66,72,80,68,83
1238,GE,Industrials,Specialty Industrial Machinery,NYSE,103.64,72,79,92,94
1239,GILT,Technology,Communication Equipment,NASDAQ,103.62,72,41,27,13
1240,PM,Consumer Defensive,Tobacco,NYSE,103.62,72,72,76,66
1241,KVHI,Technology,Communication Equipment,NASDAQ,103.61,72,62,36,15
1242,CTO,Real Estate,REIT—Diversified,NYSE,103.55,72,66,69,64
1243,MRBK,Financial Services,Banks—Regional,NASDAQ,103.51,72,89,72,59
1244,KMPR,Financial Services,Insurance—Property & Casualty,NYSE,103.51,72,73,67,79
1245,CCD,Financial Services,Asset Management,NASDAQ,103.49,72,58,81,82
1246,DDS,Consumer Cyclical,Department Stores,NYSE,103.49,72,66,27,83
1247,BANX,Financial Services,Asset Management,NASDAQ,103.39,72,60,69,71
1248,AYI,Industrials,Electrical Equipment & Parts,NYSE,103.36,72,83,87,70
1249,EQIX,Real Estate,REIT—Specialty,NASDAQ,103.32,72,66,67,45
1250,HSTM,Healthcare,Health Information Services,NASDAQ,103.28,72,68,64,74
1251,EBAY,Consumer Cyclical,Internet Retail,NASDAQ,103.25,72,71,88,72
1252,NRIX,Healthcare,Biotechnology,NASDAQ,103.25,72,93,97,98
1253,SAMG,Financial Services,Asset Management,NASDAQ,103.18,72,58,46,31
1254,UNIT,Real Estate,REIT—Specialty,NASDAQ,103.18,72,77,87,6
1255,PFS,Financial Services,Banks—Regional,NYSE,103.17,72,78,69,43
1256,CGBD,Financial Services,Asset Management,NASDAQ,103.16,72,53,60,86
1257,BRO,Financial Services,Insurance Brokers,NYSE,103.13,72,73,84,81
1258,HCI,Financial Services,Insurance—Property & Casualty,NYSE,103.12,72,77,90,67
1259,BWFG,Financial Services,Banks—Regional,NASDAQ,103.11,72,72,67,32
1260,NOK,Technology,Communication Equipment,NYSE,103.08,72,46,70,66
1261,BANC,Financial Services,Banks—Regional,NYSE,103.06,72,76,53,42
1262,CWK,Real Estate,Real Estate Services,NYSE,103.0,72,86,89,81
1263,STAF,Industrials,Staffing & Employment Services,NASDAQ,102.97,72,17,2,7
1264,TNXP,Healthcare,Biotechnology,NASDAQ,102.95,71,2,0,0
1265,CCOI,Communication Services,Telecom Services,NASDAQ,102.95,71,74,79,30
1266,ETY,Financial Services,Asset Management,NYSE,102.92,71,64,67,81
1267,RIOT,Technology,Software—Application,NASDAQ,102.92,71,84,10,15
1268,RMD,Healthcare,Medical Instruments & Supplies,NYSE,102.9,71,70,87,54
1269,AZPN,Technology,Software—Application,NASDAQ,102.89,71,67,64,33
1270,HPE,Technology,Communication Equipment,NYSE,102.88,71,66,56,85
1271,PFBC,Financial Services,Banks—Regional,NASDAQ,102.88,71,75,54,67
1272,FDUS,Financial Services,Asset Management,NASDAQ,102.85,71,58,46,63
1273,GANX,Healthcare,Biotechnology,NASDAQ,102.85,71,54,24,1
1274,CMA,Financial Services,Banks—Regional,NYSE,102.84,71,87,77,69
1275,GLBZ,Financial Services,Banks—Regional,NASDAQ,102.81,71,67,68,12
1276,IDA,Utilities,Utilities—Regulated Electric,NYSE,102.8,71,71,55,41
1277,PCOR,Technology,Software—Application,NYSE,102.8,71,76,20,27
1278,WORX,Healthcare,Health Information Services,NASDAQ,102.8,71,94,4,6
1279,THG,Financial Services,Insurance—Property & Casualty,NYSE,102.8,71,69,70,49
1280,BJ,Consumer Defensive,Discount Stores,NYSE,102.79,71,74,57,85
1281,BRX,Real Estate,REIT—Retail,NYSE,102.78,71,75,81,61
1282,SSNC,Technology,Software—Application,NASDAQ,102.77,71,65,77,51
1283,DLX,Communication Services,Advertising Agencies,NYSE,102.76,71,64,27,74
1284,BCV,Financial Services,Asset Management,NYSE MKT,102.72,71,69,57,48
1285,PRA,Financial Services,Insurance—Property & Casualty,NYSE,102.7,71,73,62,16
1286,FGB,Financial Services,Asset Management,NYSE,102.68,71,65,71,82
1287,AAT,Real Estate,REITâ€”Diversified,NYSE,102.67,71,74,82,67
1288,AGS,Consumer Cyclical,Gambling,NYSE,102.66,71,62,82,94
1289,IDN,Technology,Software—Application,NASDAQ,102.63,71,52,14,91
1290,MUSA,Consumer Cyclical,Specialty Retail,NYSE,102.63,71,70,68,84
1291,MMSI,Healthcare,Medical Instruments & Supplies,NASDAQ,102.62,71,71,80,77
1292,CCEL,Healthcare,Medical Care Facilities,NYSE MKT,102.6,71,83,32,84
1293,HOMB,Financial Services,Banks—Regional,NYSE,102.6,71,77,63,61
1294,IRM,Real Estate,REIT—Specialty,NYSE,102.54,71,86,94,92
1295,FLR,Industrials,Engineering & Construction,NYSE,102.53,71,79,75,80
1296,AFBI,Financial Services,Banksâ€”Regional,NASDAQ,102.53,71,64,76,92
1297,CLBR,Financial Services,Shell Companies,NYSE,102.53,71,39,34,44
1298,SEM,Healthcare,Medical Care Facilities,NYSE,102.52,71,77,58,88
1299,AGO,Financial Services,Insuranceâ€”Specialty,NYSE,102.51,71,65,55,76
1300,AB,Financial Services,Asset Management,NYSE,102.48,71,62,58,67
1301,FITB,Financial Services,Banks—Regional,NASDAQ,102.47,71,80,84,83
1302,FCF,Financial Services,Banks—Regional,NYSE,102.47,71,77,75,71
1303,FMS,Healthcare,Medical Care Facilities,NYSE,102.47,71,56,45,39
1304,SILV,Basic Materials,Other Precious Metals & Mining,NYSE MKT,102.45,71,86,89,95
1305,CDE,Basic Materials,Gold,NYSE,102.45,71,91,97,98
1306,PBH,Healthcare,Medical Distribution,NYSE,102.44,71,71,45,64
1307,MPLX,Energy,Oil & Gas Midstream,NYSE,102.43,71,75,61,67
1308,UEIC,Technology,Consumer Electronics,NASDAQ,102.41,71,74,18,81
1309,PUMP,Energy,Oil & Gas Equipment & Services,NYSE,102.38,70,40,31,31
1310,BRBS,Financial Services,Banks—Regional,NYSE MKT,102.37,70,77,27,15
1311,FULTP,Financial Services,Banks—Regional,NASDAQ,102.37,70,68,68,61
1312,CNOBP,Financial Services,Banks—Regional,NASDAQ,102.37,70,62,66,77
1313,NML,Financial Services,Asset Management,NYSE MKT,102.37,70,73,63,71
1314,ICCC,Healthcare,Biotechnology,NASDAQ,102.36,70,27,13,19
1315,JRSH,Consumer Cyclical,Apparel Manufacturing,NASDAQ,102.35,70,61,31,29
1316,TJX,Consumer Cyclical,Apparel Retail,NYSE,102.35,70,67,65,83
1317,XEL,Utilities,Utilities—Regulated Electric,NASDAQ,102.32,70,71,66,29
1318,MO,Consumer Defensive,Tobacco,NYSE,102.3,70,70,65,65
1319,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,102.29,70,68,32,77
1320,BILI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,102.28,70,89,98,91
1321,FCBC,Financial Services,Banks—Regional,NASDAQ,102.26,70,74,76,79
1322,RYAN,Financial Services,Insurance—Specialty,NYSE,102.25,70,80,88,78
1323,SBGI,Communication Services,Broadcasting,NASDAQ,102.23,70,82,82,76
1324,SNOW,Technology,Software—Application,NYSE,102.2,70,74,10,20
1325,RNST,Financial Services,Banks—Regional,NYSE,102.2,70,68,45,63
1326,CTOS,Industrials,Rental & Leasing Services,NYSE,102.19,70,73,7,10
1327,CCAP,Financial Services,Asset Management,NASDAQ,102.18,70,62,52,84
1328,WSFS,Financial Services,Banks—Regional,NASDAQ,102.18,70,78,62,74
1329,INGR,Consumer Defensive,Packaged Foods,NYSE,102.18,70,70,77,56
1330,PB,Financial Services,Banks—Regional,NYSE,102.17,70,74,68,50
1331,CTS,Technology,Electronic Components,NYSE,102.15,70,66,42,73
1332,ENB,Energy,Oil & Gas Midstream,NYSE,102.14,70,65,73,55
1333,FFIN,Financial Services,Banks—Regional,NASDAQ,102.13,70,81,81,58
1334,SHO,Real Estate,REIT—Hotel & Motel,NYSE,102.13,70,39,32,43
1335,TNL,Consumer Cyclical,Travel Services,NYSE,102.11,70,79,56,65
1336,RNG,Technology,Software—Application,NYSE,102.09,70,62,40,23
1337,ASA,Financial Services,Asset Management,NYSE,102.08,70,67,81,85
1338,EPSN,Energy,Oil & Gas E&P,NASDAQ,102.07,70,59,70,44
1339,SFNC,Financial Services,Banks—Regional,NASDAQ,102.05,70,78,71,43
1340,ETB,Financial Services,Asset Management,NYSE,102.05,70,59,57,71
1341,FTCI,Technology,Solar,NASDAQ,102.04,70,24,52,3
1342,ETV,Financial Services,Asset Management,NYSE,102.04,70,60,58,73
1343,CHI,Financial Services,Asset Management,NASDAQ,102.03,70,60,53,76
1344,FRSH,Technology,Software—Application,NASDAQ,102.02,70,56,8,9
1345,PGR,Financial Services,Insurance—Property & Casualty,NYSE,102.02,70,76,89,86
1346,BELFA,Technology,Electronic Components,NASDAQ,102.0,70,80,94,91
1347,FGBI,Financial Services,Banks—Regional,NASDAQ,101.99,70,85,46,26
1348,PEG,Utilities,Utilities—Diversified,NYSE,101.99,70,78,89,81
1349,EPD,Energy,Oil & Gas Midstream,NYSE,101.97,70,74,51,64
1350,WTM,Financial Services,Insurance—Property & Casualty,NYSE,101.97,70,60,45,64
1351,RRC,Energy,Oil & Gas E&P,NYSE,101.95,70,56,34,44
1352,RF,Financial Services,Banks—Regional,NYSE,101.93,70,82,70,62
1353,IBOC,Financial Services,Banks—Regional,NASDAQ,101.93,70,80,57,79
